Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,pickup_time,Order_Month,Distance,Time_taken (min),Time_pickup_(Min),Order_Day
24.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,,3,20.44,39.0,5.0,16.0
30.0,4.9,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,,4,13.83,30.0,9.98,2.0
36.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,19.37,36.0,5.0,20.0
36.0,4.4,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,,3,20.86,37.0,15.0,29.0
26.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,,3,20.85,43.0,5.0,4.0
30.0,4.6,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,,3,16.66,29.0,10.0,27.0
20.0,4.8,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,,2,4.72,25.0,9.98,11.0
33.0,4.7,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Urban,,3,7.76,15.0,15.0,9.0
29.566910587697237,4.8,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,,3,11.01,24.0,9.98,2.0
34.0,4.0,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,,3,13.77,39.0,5.0,12.0
36.0,4.6,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,,4,12.29,20.0,10.0,4.0
33.0,4.6,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,,2,2.98,15.0,9.98,11.0
22.0,4.8,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,,2,16.79,16.0,9.98,18.0
38.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,,3,1.53,19.0,9.98,19.0
27.0,4.9,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,,3,12.42,20.0,15.0,2.0
32.0,4.8,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,,2,10.44,25.0,9.98,14.0
26.0,4.8,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,,3,12.42,43.0,10.0,27.0
29.0,4.5,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,,3,19.66,15.0,10.0,4.0
31.0,4.5,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Urban,,4,12.46,29.0,15.0,6.0
28.0,4.6,Stormy,High,2,Drinks,motorcycle,0.0,No,Metropolitian,,3,6.15,14.0,15.0,26.0
21.0,4.8,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,,2,8.93,11.0,9.98,11.0
21.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,7.79,19.0,5.0,28.0
30.0,4.9,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,12.58,29.0,10.0,18.0
29.0,4.7,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Urban,,2,5.99,11.0,5.0,11.0
20.0,4.8,Sunny,High,1,Snack,motorcycle,0.0,No,Metropolitian,,3,1.53,14.0,10.0,28.0
28.0,5.0,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,,2,13.74,15.0,10.0,16.0
25.0,4.7,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,,3,10.71,16.0,10.0,16.0
29.566910587697237,4.8,Fog,Low,3,Buffet,motorcycle,1.0,Yes,Urban,,3,16.85,43.0,9.98,8.0
38.0,4.8,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,,3,3.1,20.0,5.0,28.0
39.0,4.9,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,4.61,26.0,10.0,3.0
26.0,4.9,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,,3,9.12,26.0,5.0,13.0
33.0,4.4,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,,3,10.91,43.0,15.0,14.0
24.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,,3,9.09,25.0,10.0,1.0
24.0,4.9,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,6.23,28.0,10.0,21.0
33.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,,3,13.61,17.0,15.0,10.0
35.0,4.2,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,13.61,44.0,10.0,20.0
27.0,4.2,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,,4,13.76,33.0,5.0,6.0
29.566910587697237,4.8,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,,3,7.76,19.0,5.0,15.0
29.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,,4,4.66,15.0,5.0,3.0
34.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,,2,19.34,27.0,10.0,12.0
20.0,4.7,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,,2,2.98,25.0,15.0,11.0
29.0,4.8,Sunny,High,1,Drinks,motorcycle,1.0,No,Metropolitian,,4,6.06,18.0,5.0,5.0
22.0,4.9,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,,4,9.09,21.0,5.0,5.0
35.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,,2,10.42,53.0,15.0,18.0
32.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,,2,17.16,42.0,10.0,12.0
28.0,4.9,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,,2,16.11,20.0,15.0,14.0
30.0,4.7,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,,3,20.25,29.0,10.0,2.0
22.0,4.7,Stormy,Jam,2,Snack,scooter,0.0,No,Urban,,4,17.08,15.0,10.0,4.0
36.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,7.79,30.0,15.0,9.0
23.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,,3,19.76,28.0,5.0,12.0
22.0,4.8,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,,4,3.03,19.0,9.98,1.0
29.0,4.5,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,,2,19.84,15.0,10.0,18.0
34.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,3.0,Yes,Urban,,3,17.08,50.0,15.0,23.0
38.0,4.1,Stormy,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,,3,1.55,41.0,5.0,5.0
35.0,5.0,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,,3,11.01,37.0,10.0,27.0
38.0,4.7,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,,3,9.44,28.0,15.0,19.0
32.0,4.3,Cloudy,Medium,1,Meal,scooter,2.0,No,Metropolitian,,2,10.28,35.0,15.0,16.0
20.0,4.5,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,,3,10.87,27.0,10.0,2.0
25.0,4.9,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,,3,12.42,43.0,5.0,2.0
29.0,4.5,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,,4,8.94,12.0,10.0,5.0
32.0,4.7,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,,2,6047.92,31.0,15.0,13.0
39.0,4.1,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,,2,20.44,39.0,5.0,14.0
31.0,4.4,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,,3,16.66,47.0,5.0,20.0
37.0,4.5,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,,3,7.6,26.0,5.0,11.0
36.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,,2,13.18,31.0,15.0,18.0
37.0,3.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,,4,20.86,42.0,10.0,4.0
29.566910587697237,4.8,Stormy,Jam,2,Meal,scooter,0.0,No,Urban,,3,16612.24,12.0,9.98,5.0
38.0,4.9,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,,3,6.23,25.0,10.0,9.0
37.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,,2,11.9,39.0,9.98,18.0
21.0,4.9,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,,3,13.68,21.0,10.0,20.0
35.0,4.9,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,,3,4.47,18.0,5.0,26.0
22.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,,3,13.41,22.0,15.0,29.0
28.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,3.07,23.0,15.0,1.0
39.0,4.0,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,,3,20.21,48.0,10.0,18.0
29.0,4.5,Windy,Low,1,Snack,scooter,0.0,No,Urban,,3,12.42,13.0,15.0,31.0
39.0,4.6,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,,3,3.1,32.0,10.0,30.0
25.0,4.9,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Urban,,3,20.21,16.0,5.0,6.0
34.0,5.0,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Urban,,3,4.67,19.0,5.0,5.0
22.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,3.11,18.0,5.0,26.0
27.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,,2,10.44,27.0,10.0,16.0
28.0,4.5,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,,3,10.71,25.0,10.0,12.0
32.0,5.0,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,,3,4.67,31.0,15.0,1.0
29.566910587697237,4.8,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,,4,16.6,39.0,9.98,4.0
27.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,,3,10.76,20.0,9.98,16.0
35.0,3.9,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,,3,12.24,38.0,15.0,29.0
22.0,4.6,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,,3,4.66,19.0,9.98,5.0
35.0,4.7,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,,2,4.72,17.0,10.0,17.0
30.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,,3,1.51,24.0,15.0,13.0
39.0,4.8,Fog,High,2,Drinks,scooter,1.0,No,Urban,,3,3.11,26.0,5.0,13.0
33.0,4.8,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,,4,9.22,28.0,9.98,3.0
20.0,4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,,3,12.26,16.0,5.0,23.0
20.0,4.7,Fog,Medium,2,Buffet,motorcycle,0.0,No,Urban,,3,4.72,17.0,10.0,1.0
34.0,4.2,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,,3,9.33,24.0,5.0,13.0
22.0,4.7,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,,3,10.88,24.0,15.0,29.0
37.0,4.3,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,,3,2.98,34.0,10.0,15.0
20.0,4.8,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,,3,1.53,16.0,15.0,9.0
33.0,4.9,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,,4,7.6,26.0,10.0,5.0
21.0,5.0,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,,4,19.66,25.0,5.0,2.0
33.0,4.6,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,,3,10.6,49.0,15.0,10.0
24.0,4.6,Windy,Medium,2,Snack,electric_scooter,0.0,No,Urban,,3,12.42,24.0,10.0,23.0
36.0,4.7,Sandstorms,High,2,Meal,scooter,2.0,No,Metropolitian,,3,3.15,32.0,9.98,13.0
30.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,4.59,26.0,9.98,7.0
32.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,,3,13.83,24.0,15.0,18.0
28.0,4.6,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,,3,19.98,16.0,5.0,31.0
21.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,,4,19.37,27.0,10.0,4.0
39.0,4.9,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,,2,3.05,25.0,5.0,17.0
32.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,,3,3.1,26.0,9.98,26.0
20.0,4.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,,3,9.18,25.0,5.0,28.0
29.566910587697237,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,,3,4.72,26.0,9.98,5.0
36.0,5.0,Fog,Low,2,Meal,scooter,1.0,No,Urban,,3,1.49,15.0,5.0,15.0
28.0,4.8,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,,3,3.11,18.0,9.98,17.0
32.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,7.66,30.0,5.0,9.0
39.0,4.4,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,,4,17.08,46.0,9.98,2.0
30.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,16.72,24.0,5.0,29.0
32.0,4.4,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,6.13,37.0,9.98,5.0
23.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,,3,13.61,27.0,5.0,29.0
21.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,,3,6.12,27.0,10.0,5.0
31.0,4.2,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,,3,9.07,32.0,10.0,5.0
37.0,4.6,Stormy,High,2,Buffet,electric_scooter,1.0,No,Urban,,3,3.06,28.0,9.98,13.0
20.0,4.5,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,7.6,29.0,5.0,3.0
28.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,,3,1.49,27.0,10.0,3.0
22.0,4.9,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,,3,1.55,11.0,5.0,24.0
20.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,,3,9.22,13.0,5.0,15.0
34.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,,3,19.62,27.0,5.0,12.0
38.0,4.8,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,,3,6.21,25.0,5.0,13.0
29.566910587697237,4.8,Fog,Low,3,Drinks,scooter,1.0,No,Metropolitian,,3,20.18,26.0,9.98,2.0
32.0,4.5,Cloudy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,,4,6.04,27.0,5.0,5.0
34.0,4.9,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,,3,16.85,26.0,10.0,2.0
33.0,3.9,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,,3,13.61,32.0,5.0,8.0
34.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,,3,3.03,25.0,10.0,21.0
32.0,4.6,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,,3,4.72,32.0,9.98,24.0
29.566910587697237,4.8,Sunny,Low,1,Drinks,scooter,2.0,Yes,Metropolitian,,3,10.87,42.0,9.98,20.0
34.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,7.77,29.0,15.0,11.0
26.0,4.6,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,,3,10.64,32.0,5.0,10.0
31.0,4.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,12.42,35.0,10.0,12.0
39.0,4.8,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,6.08,27.0,15.0,19.0
27.0,4.8,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,,2,1.57,15.0,10.0,15.0
32.0,5.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Urban,,3,7.68,27.0,15.0,9.0
32.0,4.5,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,,2,7.57,30.0,5.0,13.0
39.0,4.1,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,,3,10.56,32.0,10.0,27.0
36.0,4.8,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,,3,1.53,25.0,5.0,21.0
37.0,4.1,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,4.66,38.0,9.98,15.0
37.0,4.8,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,,3,9.05,26.0,9.98,26.0
38.0,3.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,,3,16.85,31.0,10.0,25.0
28.0,4.7,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,,3,3.02,28.0,15.0,1.0
34.0,3.8,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,,3,16.85,31.0,15.0,10.0
32.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,,3,17.07,29.0,10.0,27.0
22.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,,3,8.94,17.0,5.0,11.0
31.0,4.0,Windy,Medium,0,Drinks,motorcycle,3.0,Yes,Metropolitian,,2,13.62,45.0,10.0,14.0
27.0,4.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,,3,12.43,34.0,9.98,29.0
29.0,4.9,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,,3,17.14,24.0,10.0,20.0
38.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,,3,9.35,44.0,15.0,28.0
35.0,4.8,Cloudy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,,4,7.6,36.0,15.0,1.0
31.0,4.9,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,,4,4.66,28.0,5.0,3.0
30.0,4.3,Windy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,,3,13.97,37.0,5.0,6.0
24.0,4.9,Fog,Medium,1,Snack,motorcycle,0.0,No,Urban,,4,9.44,10.0,9.98,3.0
33.0,4.8,Stormy,Low,2,Drinks,motorcycle,0.0,No,Urban,,3,13.83,23.0,15.0,10.0
29.0,4.6,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,,2,10.28,22.0,15.0,18.0
38.0,4.6,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,,3,6.12,26.0,10.0,17.0
26.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,9.06,34.0,5.0,13.0
39.0,4.8,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,,3,6.29,26.0,15.0,17.0
24.0,4.5,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,,3,17.3,21.0,5.0,16.0
34.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,,3,9.19,28.0,9.98,21.0
26.0,4.7,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,,3,8.94,14.0,10.0,9.0
35.0,4.7,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,,3,6.05,17.0,5.0,3.0
36.0,4.2,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,,4,4.66,37.0,5.0,1.0
24.0,2.6,Sunny,Low,1,Drinks,motorcycle,1.0,Yes,Metropolitian,,4,16.66,42.0,15.0,6.0
29.566910587697237,4.8,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,,3,11.01,17.0,9.98,10.0
33.0,4.3,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,,4,16.83,34.0,10.0,2.0
26.0,4.6,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,,2,16.79,25.0,15.0,14.0
32.0,5.0,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,,3,17.07,30.0,15.0,4.0
37.0,4.9,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,,3,13.4,48.0,15.0,20.0
26.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,,2,20.29,18.0,9.98,12.0
31.0,4.8,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,,3,20.25,28.0,5.0,27.0
37.0,4.6,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Urban,,3,13.97,26.0,5.0,10.0
26.0,4.7,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,,3,16.83,16.0,15.0,6.0
37.0,4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,,3,4.54,25.0,5.0,7.0
22.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,,4,20.44,22.0,10.0,4.0
21.0,4.4,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,,4,4.56,15.0,15.0,3.0
22.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,,3,1.55,28.0,10.0,13.0
38.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,,3,1.55,20.0,5.0,28.0
28.0,4.0,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,6.21,32.0,15.0,15.0
29.0,4.7,Sandstorms,Jam,1,Meal,scooter,0.0,No,Urban,,4,20.44,17.0,5.0,4.0
31.0,4.9,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,6.06,38.0,15.0,28.0
24.0,4.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,,3,3.04,14.0,10.0,1.0
33.0,4.8,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,,3,6.29,26.0,15.0,13.0
26.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,,4,13.79,30.0,5.0,2.0
29.566910587697237,4.8,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,,4,12.07,28.0,9.98,4.0
20.0,4.7,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,,3,7.79,29.0,15.0,15.0
29.0,4.8,Windy,Low,1,Buffet,scooter,0.0,No,Urban,,4,19.76,12.0,5.0,6.0
32.0,4.0,Windy,Medium,0,Buffet,motorcycle,3.0,Yes,Urban,,3,10.87,49.0,5.0,23.0
20.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,,3,16.66,42.0,10.0,25.0
26.0,5.0,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Urban,,3,10.87,24.0,9.98,27.0
38.0,4.8,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,,3,16.72,46.0,9.98,25.0
34.0,4.6,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Urban,,2,6.18,27.0,5.0,17.0
27.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,,4,2.98,13.0,5.0,3.0
29.0,5.0,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,,2,10.59,25.0,15.0,12.0
24.0,4.9,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,,4,19.76,24.0,15.0,4.0
21.0,4.9,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,,3,1.51,12.0,15.0,5.0
33.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,,2,1.47,24.0,15.0,13.0
35.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,,3,9.06,29.0,10.0,1.0
35.0,4.7,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,,3,12.46,18.0,5.0,31.0
29.566910587697237,4.8,Fog,Low,3,Snack,scooter,1.0,No,Metropolitian,,2,17744.21,20.0,9.98,18.0
29.566910587697237,4.8,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,,3,4.66,13.0,9.98,28.0
29.0,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,,4,10.71,23.0,10.0,6.0
21.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,12.26,19.0,5.0,23.0
29.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,,4,17.08,29.0,5.0,4.0
22.0,4.7,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,,3,13.97,24.0,15.0,20.0
29.566910587697237,4.8,Fog,Low,1,Drinks,scooter,0.0,No,Urban,,3,6.22,27.0,9.98,7.0
24.0,4.4,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,,2,11.9,40.0,9.98,18.0
23.0,4.9,Stormy,High,2,Snack,scooter,0.0,No,Metropolitian,,3,1.55,22.0,15.0,11.0
27.0,4.6,Windy,High,2,Drinks,scooter,1.0,No,Urban,,3,1.55,12.0,5.0,13.0
33.0,4.1,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,12.46,43.0,5.0,10.0
35.0,4.6,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,,3,16.9,26.0,15.0,2.0
21.0,4.7,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,,3,4.67,27.0,15.0,24.0
39.0,4.4,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,,3,13.97,35.0,10.0,23.0
34.0,4.8,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,,3,7.76,27.0,5.0,26.0
29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,,3,6.08,27.0,15.0,15.0
20.0,4.7,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,,3,3.06,17.0,5.0,19.0
20.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,,2,11.01,17.0,15.0,12.0
30.0,4.7,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,,3,9.05,15.0,9.98,24.0
37.0,4.7,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,,2,19.09,39.0,10.0,12.0
39.0,4.6,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,4.54,25.0,10.0,15.0
26.0,5.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,,4,16.9,18.0,5.0,4.0
32.0,4.9,Cloudy,Medium,0,Meal,motorcycle,3.0,Yes,Urban,,2,12.58,48.0,9.98,18.0
21.0,4.7,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,,3,13.79,28.0,10.0,10.0
35.0,4.8,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,,3,3.11,29.0,9.98,13.0
39.0,4.6,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Urban,,3,4.53,32.0,15.0,11.0
39.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,,3,20.18,41.0,5.0,2.0
27.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,,2,10.92,39.0,9.98,18.0
